model,task,n,rank,seed,epochs,accuracy,trainable_params,trainable_pct
roberta-base,qnli,100,2,456,10,0.5165659893831228,665858,0.5314
roberta-base,qnli,100,2,789,10,0.5161998901702362,665858,0.5314
roberta-base,qnli,100,32,1024,10,0.575874061870767,1771778,1.4015
roberta-base,qnli,100,32,123,10,0.6229178107267069,1771778,1.4015
roberta-base,qnli,100,32,42,10,0.6199890170236134,1771778,1.4015
roberta-base,qnli,100,32,456,10,0.5407285374336445,1771778,1.4015
roberta-base,qnli,100,32,789,10,0.5143693941058026,1771778,1.4015
roberta-base,qnli,100,4,1024,10,0.5456708768076148,739586,0.5898
roberta-base,qnli,100,4,123,10,0.5297455610470437,739586,0.5898
roberta-base,qnli,100,4,42,10,0.5030203185063152,739586,0.5898
roberta-base,qnli,100,4,456,10,0.5399963390078711,739586,0.5898
roberta-base,qnli,100,4,789,10,0.5061321618158521,739586,0.5898
roberta-base,qnli,100,64,1024,10,0.6218195130880468,2951426,2.3131
roberta-base,qnli,100,64,123,10,0.6320702910488742,2951426,2.3131
roberta-base,qnli,100,64,42,10,0.576972359509427,2951426,2.3131
roberta-base,qnli,100,64,456,10,0.6869851729818781,2951426,2.3131
roberta-base,qnli,100,64,789,10,0.5396302397949845,2951426,2.3131
roberta-base,qnli,100,8,1024,10,0.5888705839282445,887042,0.7066
roberta-base,qnli,100,8,123,10,0.566355482335713,887042,0.7066
roberta-base,qnli,100,8,42,10,0.5374336445176643,887042,0.7066
roberta-base,qnli,100,8,456,10,0.5259015193117335,887042,0.7066
roberta-base,qnli,100,8,789,10,0.5052169137836353,887042,0.7066
roberta-base,qnli,2000,16,1024,3,0.8407468423942889,1181954,0.9393
roberta-base,qnli,2000,16,123,3,0.8548416620904266,1181954,0.9393
roberta-base,qnli,2000,16,42,3,0.8378180486911954,1181954,0.9393
roberta-base,qnli,2000,16,456,3,0.8422112392458356,1181954,0.9393
roberta-base,qnli,2000,16,789,3,0.8464213801940326,1181954,0.9393
roberta-base,qnli,2000,2,1024,3,0.824455427420831,665858,0.5314
roberta-base,qnli,2000,2,123,3,0.823357129782171,665858,0.5314
roberta-base,qnli,2000,2,42,3,0.8248215266337178,665858,0.5314
roberta-base,qnli,2000,2,456,3,0.7843675636097382,665858,0.5314
roberta-base,qnli,2000,2,789,3,0.791689547867472,665858,0.5314
roberta-base,qnli,2000,32,1024,3,0.8114589053633535,1771778,1.4015
roberta-base,qnli,2000,32,123,3,0.8517298187808896,1771778,1.4015
roberta-base,qnli,2000,32,42,3,0.8336079077429983,1771778,1.4015
roberta-base,qnli,2000,32,456,3,0.8601501006772836,1771778,1.4015
roberta-base,qnli,2000,32,789,3,0.8390993959362988,1771778,1.4015
roberta-base,qnli,2000,4,1024,3,0.8299469156141315,739586,0.5898
roberta-base,qnli,2000,4,123,3,0.8015742266154128,739586,0.5898
roberta-base,qnli,2000,4,42,3,0.8325096101043383,739586,0.5898
roberta-base,qnli,2000,4,456,3,0.8361706022332052,739586,0.5898
roberta-base,qnli,2000,4,789,3,0.8279333699432546,739586,0.5898
roberta-base,qnli,2000,64,1024,3,0.8422112392458356,2951426,2.3131
roberta-base,qnli,2000,64,123,3,0.8570382573677466,2951426,2.3131
roberta-base,qnli,2000,64,42,3,0.8553908109097565,2951426,2.3131
roberta-base,qnli,2000,64,456,3,0.8365367014460919,2951426,2.3131
roberta-base,qnli,2000,64,789,3,0.8574043565806333,2951426,2.3131
roberta-base,qnli,2000,8,1024,3,0.8343401061687717,887042,0.7066
roberta-base,qnli,2000,8,123,3,0.8414790408200622,887042,0.7066
roberta-base,qnli,2000,8,42,3,0.8385502471169687,887042,0.7066
roberta-base,qnli,2000,8,456,3,0.8325096101043383,887042,0.7066
roberta-base,qnli,2000,8,789,3,0.8458722313747026,887042,0.7066
roberta-base,qnli,200,16,1024,10,0.6866190737689915,1181954,0.9393
roberta-base,qnli,200,16,123,10,0.6946732564524987,1181954,0.9393
roberta-base,qnli,200,16,42,10,0.6946732564524987,1181954,0.9393
roberta-base,qnli,200,16,456,10,0.7393373604246751,1181954,0.9393
roberta-base,qnli,200,16,789,10,0.5398132894014278,1181954,0.9393
roberta-base,qnli,200,2,1024,10,0.5637927878455061,665858,0.5314
roberta-base,qnli,200,2,123,10,0.6016840563792788,665858,0.5314
roberta-base,qnli,200,2,42,10,0.5526267618524621,665858,0.5314
roberta-base,qnli,200,2,456,10,0.519311733479773,665858,0.5314
roberta-base,qnli,200,2,789,10,0.5072304594545122,665858,0.5314
roberta-base,qnli,200,32,1024,10,0.7558118250045762,1771778,1.4015
roberta-base,qnli,200,32,123,10,0.7658795533589603,1771778,1.4015
roberta-base,qnli,200,32,42,10,0.7517847336628226,1771778,1.4015
roberta-base,qnli,200,32,456,10,0.6479956068094453,1771778,1.4015
roberta-base,qnli,200,32,789,10,0.6503752516932089,1771778,1.4015
roberta-base,qnli,200,4,1024,10,0.6057111477210324,739586,0.5898
roberta-base,qnli,200,4,123,10,0.5614131429617426,739586,0.5898
roberta-base,qnli,200,4,42,10,0.5939959729086582,739586,0.5898
roberta-base,qnli,200,4,456,10,0.6397583745194948,739586,0.5898
roberta-base,qnli,200,4,789,10,0.533589602782354,739586,0.5898
roberta-base,qnli,200,64,1024,10,0.710232473000183,2951426,2.3131
roberta-base,qnli,200,64,123,10,0.6882665202269815,2951426,2.3131
roberta-base,qnli,200,64,42,10,0.690097016291415,2951426,2.3131
roberta-base,qnli,200,64,456,10,0.6302397949844408,2951426,2.3131
roberta-base,qnli,200,64,789,10,0.6972359509427055,2951426,2.3131
roberta-base,qnli,200,8,1024,10,0.7289035328574044,887042,0.7066
roberta-base,qnli,200,8,123,10,0.7499542375983892,887042,0.7066
roberta-base,qnli,200,8,42,10,0.6747208493501738,887042,0.7066
roberta-base,qnli,200,8,456,10,0.6525718469705291,887042,0.7066
roberta-base,qnli,200,8,789,10,0.5932637744828848,887042,0.7066
roberta-base,qnli,5000,16,1024,3,0.8735127219476478,1181954,0.9393
roberta-base,qnli,5000,16,123,3,0.8548416620904266,1181954,0.9393
roberta-base,qnli,5000,16,42,3,0.8669229361156874,1181954,0.9393
roberta-base,qnli,5000,16,456,3,0.8401976935749588,1181954,0.9393
roberta-base,qnli,5000,16,789,3,0.8464213801940326,1181954,0.9393
roberta-base,qnli,5000,2,1024,3,0.8509976203551163,665858,0.5314
roberta-base,qnli,5000,2,123,3,0.8548416620904266,665858,0.5314
roberta-base,qnli,5000,2,42,3,0.8597840014643968,665858,0.5314
roberta-base,qnli,5000,2,456,3,0.8515467691744463,665858,0.5314
roberta-base,qnli,5000,2,789,3,0.861431447922387,665858,0.5314
roberta-base,qnli,5000,32,1024,3,0.8755262676185246,1771778,1.4015
roberta-base,qnli,5000,32,123,3,0.8691195313930075,1771778,1.4015
roberta-base,qnli,5000,32,42,3,0.8777228628958448,1771778,1.4015
roberta-base,qnli,5000,32,456,3,0.8747940691927513,1771778,1.4015
roberta-base,qnli,5000,32,789,3,0.8736957715540912,1771778,1.4015
roberta-base,qnli,5000,4,1024,3,0.8623466959546037,739586,0.5898
roberta-base,qnli,5000,4,123,3,0.865641588870584,739586,0.5898
roberta-base,qnli,5000,4,42,3,0.8597840014643968,739586,0.5898
roberta-base,qnli,5000,4,456,3,0.8603331502837269,739586,0.5898
roberta-base,qnli,5000,4,789,3,0.8552077613033132,739586,0.5898
roberta-base,qnli,5000,64,1024,3,0.8652754896576972,2951426,2.3131
roberta-base,qnli,5000,64,123,3,0.4946000366099213,2951426,2.3131
roberta-base,qnli,5000,64,42,3,0.8669229361156874,2951426,2.3131
roberta-base,qnli,5000,64,456,3,0.8422112392458356,2951426,2.3131
roberta-base,qnli,5000,64,789,3,0.842394288852279,2951426,2.3131
roberta-base,qnli,5000,8,1024,3,0.8696686802123376,887042,0.7066
roberta-base,qnli,5000,8,123,3,0.8725974739154311,887042,0.7066
roberta-base,qnli,5000,8,42,3,0.8638110928061504,887042,0.7066
roberta-base,qnli,5000,8,456,3,0.8736957715540912,887042,0.7066
roberta-base,qnli,5000,8,789,3,0.8694856306058942,887042,0.7066
roberta-base,qnli,500,16,1024,5,0.8048691195313931,1181954,0.9393
roberta-base,qnli,500,16,123,5,0.7841845140032949,1181954,0.9393
roberta-base,qnli,500,16,42,5,0.8171334431630972,1181954,0.9393
roberta-base,qnli,500,16,456,5,0.7988284825187626,1181954,0.9393
roberta-base,qnli,500,16,789,5,0.8081640124473732,1181954,0.9393
roberta-base,qnli,500,2,1024,5,0.6220025626944902,665858,0.5314
roberta-base,qnli,500,2,123,5,0.7171883580450302,665858,0.5314
roberta-base,qnli,500,2,42,5,0.5502471169686985,665858,0.5314
roberta-base,qnli,500,2,456,5,0.510342302764049,665858,0.5314
roberta-base,qnli,500,2,789,5,0.565806333516383,665858,0.5314
roberta-base,qnli,500,32,1024,5,0.767343950210507,1771778,1.4015
roberta-base,qnli,500,32,123,5,0.8174995423759839,1771778,1.4015
roberta-base,qnli,500,32,42,5,0.7268899871865275,1771778,1.4015
roberta-base,qnli,500,32,456,5,0.7342119714442614,1771778,1.4015
roberta-base,qnli,500,32,789,5,0.8076148636280432,1771778,1.4015
roberta-base,qnli,500,4,1024,5,0.6410397217645982,739586,0.5898
roberta-base,qnli,500,4,123,5,0.7594728171334432,739586,0.5898
roberta-base,qnli,500,4,42,5,0.7087680761486362,739586,0.5898
roberta-base,qnli,500,4,456,5,0.5149185429251327,739586,0.5898
roberta-base,qnli,500,4,789,5,0.5705656232839099,739586,0.5898
roberta-base,qnli,500,64,1024,5,0.7838184147904081,2951426,2.3131
roberta-base,qnli,500,64,123,5,0.8070657148087131,2951426,2.3131
roberta-base,qnli,500,64,42,5,0.8019403258282994,2951426,2.3131
roberta-base,qnli,500,64,456,5,0.5053999633900788,2951426,2.3131
roberta-base,qnli,500,64,789,5,0.5919824272377814,2951426,2.3131
roberta-base,qnli,500,8,1024,5,0.7137104155226066,887042,0.7066
roberta-base,qnli,500,8,123,5,0.8074318140215998,887042,0.7066
roberta-base,qnli,500,8,42,5,0.7960827384221124,887042,0.7066
roberta-base,qnli,500,8,456,5,0.5529928610653487,887042,0.7066
roberta-base,qnli,500,8,789,5,0.7285374336445176,887042,0.7066
roberta-base,qnli,50,16,1024,10,0.4947830862163646,1181954,0.9393
roberta-base,qnli,50,16,123,10,0.4956983342485813,1181954,0.9393
roberta-base,qnli,50,16,42,10,0.4973457807065715,1181954,0.9393
roberta-base,qnli,50,16,456,10,0.5174812374153396,1181954,0.9393
roberta-base,qnli,50,16,789,10,0.5053999633900788,1181954,0.9393
roberta-base,qnli,50,2,1024,10,0.4946000366099213,665858,0.5314
roberta-base,qnli,50,2,123,10,0.4946000366099213,665858,0.5314
roberta-base,qnli,50,2,42,10,0.4946000366099213,665858,0.5314
roberta-base,qnli,50,2,456,10,0.515650741350906,665858,0.5314
roberta-base,qnli,50,2,789,10,0.5108914515833791,665858,0.5314
roberta-base,qnli,50,32,1024,10,0.5744096650192202,1771778,1.4015
roberta-base,qnli,50,32,123,10,0.5237049240344134,1771778,1.4015
roberta-base,qnli,50,32,42,10,0.5072304594545122,1771778,1.4015
roberta-base,qnli,50,32,456,10,0.5072304594545122,1771778,1.4015
roberta-base,qnli,50,32,789,10,0.5096101043382757,1771778,1.4015
roberta-base,qnli,50,4,1024,10,0.4946000366099213,739586,0.5898
roberta-base,qnli,50,4,123,10,0.4946000366099213,739586,0.5898
roberta-base,qnli,50,4,42,10,0.4947830862163646,739586,0.5898
roberta-base,qnli,50,4,456,10,0.4946000366099213,739586,0.5898
roberta-base,qnli,50,4,789,10,0.5129049972542559,739586,0.5898
roberta-base,qnli,50,64,1024,10,0.6412227713710416,2951426,2.3131
roberta-base,qnli,50,64,123,10,0.5231557752150833,2951426,2.3131
roberta-base,qnli,50,64,42,10,0.5570199524071023,2951426,2.3131
roberta-base,qnli,50,64,456,10,0.5174812374153396,2951426,2.3131
roberta-base,qnli,50,64,789,10,0.5165659893831228,2951426,2.3131
roberta-base,qnli,50,8,1024,10,0.5032033681127586,887042,0.7066
roberta-base,qnli,50,8,123,10,0.5222405271828665,887042,0.7066
roberta-base,qnli,50,8,42,10,0.4973457807065715,887042,0.7066
roberta-base,qnli,50,8,456,10,0.4971627311001281,887042,0.7066
roberta-base,qnli,50,8,789,10,0.5057660626029654,887042,0.7066
roberta-base,rte,1000,16,1024,3,0.5812274368231047,1181954,0.9393
roberta-base,rte,1000,16,123,3,0.5595667870036101,1181954,0.9393
roberta-base,rte,1000,16,42,3,0.5342960288808665,1181954,0.9393
roberta-base,rte,1000,16,456,3,0.5848375451263538,1181954,0.9393
roberta-base,rte,1000,16,789,3,0.5703971119133574,1181954,0.9393
roberta-base,rte,1000,2,1024,3,0.5306859205776173,665858,0.5314
roberta-base,rte,1000,2,123,3,0.5270758122743683,665858,0.5314
roberta-base,rte,1000,2,42,3,0.4801444043321299,665858,0.5314
roberta-base,rte,1000,2,456,3,0.4729241877256318,665858,0.5314
roberta-base,rte,1000,2,789,3,0.516245487364621,665858,0.5314
roberta-base,rte,1000,32,1024,3,0.5776173285198556,1771778,1.4015
roberta-base,rte,1000,32,123,3,0.6425992779783394,1771778,1.4015
roberta-base,rte,1000,32,42,3,0.6101083032490975,1771778,1.4015
roberta-base,rte,1000,32,456,3,0.555956678700361,1771778,1.4015
roberta-base,rte,1000,32,789,3,0.628158844765343,1771778,1.4015
roberta-base,rte,1000,4,1024,3,0.5848375451263538,739586,0.5898
roberta-base,rte,1000,4,123,3,0.5379061371841155,739586,0.5898
roberta-base,rte,1000,4,42,3,0.5054151624548736,739586,0.5898
roberta-base,rte,1000,4,456,3,0.5270758122743683,739586,0.5898
roberta-base,rte,1000,4,789,3,0.5631768953068592,739586,0.5898
roberta-base,rte,1000,64,1024,3,0.5270758122743683,2951426,2.3131
roberta-base,rte,1000,64,123,3,0.6101083032490975,2951426,2.3131
roberta-base,rte,1000,64,42,3,0.5306859205776173,2951426,2.3131
roberta-base,rte,1000,64,456,3,0.5379061371841155,2951426,2.3131
roberta-base,rte,1000,64,789,3,0.5270758122743683,2951426,2.3131
roberta-base,rte,1000,8,1024,3,0.5451263537906137,887042,0.7066
roberta-base,rte,1000,8,123,3,0.6570397111913358,887042,0.7066
roberta-base,rte,1000,8,42,3,0.5992779783393501,887042,0.7066
roberta-base,rte,1000,8,456,3,0.4981949458483754,887042,0.7066
roberta-base,rte,1000,8,789,3,0.5379061371841155,887042,0.7066
roberta-base,rte,100,16,1024,10,0.51985559566787,1181954,0.9393
roberta-base,rte,100,16,123,10,0.5487364620938628,1181954,0.9393
roberta-base,rte,100,16,42,10,0.516245487364621,1181954,0.9393
roberta-base,rte,100,16,456,10,0.4512635379061371,1181954,0.9393
roberta-base,rte,100,16,789,10,0.5126353790613718,1181954,0.9393
roberta-base,rte,100,2,1024,10,0.5054151624548736,665858,0.5314
roberta-base,rte,100,2,123,10,0.4657039711191336,665858,0.5314
roberta-base,rte,100,2,42,10,0.5270758122743683,665858,0.5314
roberta-base,rte,100,2,456,10,0.4801444043321299,665858,0.5314
roberta-base,rte,100,2,789,10,0.5090252707581228,665858,0.5314
roberta-base,rte,100,32,1024,10,0.5234657039711191,1771778,1.4015
roberta-base,rte,100,32,123,10,0.4909747292418772,1771778,1.4015
roberta-base,rte,100,32,42,10,0.4945848375451263,1771778,1.4015
roberta-base,rte,100,32,456,10,0.4765342960288808,1771778,1.4015
roberta-base,rte,100,32,789,10,0.5126353790613718,1771778,1.4015
roberta-base,rte,100,4,1024,10,0.5451263537906137,739586,0.5898
roberta-base,rte,100,4,123,10,0.5342960288808665,739586,0.5898
roberta-base,rte,100,4,42,10,0.4981949458483754,739586,0.5898
roberta-base,rte,100,4,456,10,0.4801444043321299,739586,0.5898
roberta-base,rte,100,4,789,10,0.4729241877256318,739586,0.5898
roberta-base,rte,100,64,1024,10,0.5234657039711191,2951426,2.3131
roberta-base,rte,100,64,123,10,0.4512635379061371,2951426,2.3131
roberta-base,rte,100,64,42,10,0.4873646209386281,2951426,2.3131
roberta-base,rte,100,64,456,10,0.5090252707581228,2951426,2.3131
roberta-base,rte,100,64,789,10,0.5234657039711191,2951426,2.3131
roberta-base,rte,100,8,1024,10,0.5234657039711191,887042,0.7066
roberta-base,rte,100,8,123,10,0.51985559566787,887042,0.7066
roberta-base,rte,100,8,42,10,0.4296028880866426,887042,0.7066
roberta-base,rte,100,8,456,10,0.4620938628158845,887042,0.7066
roberta-base,rte,100,8,789,10,0.5126353790613718,887042,0.7066
roberta-base,rte,2000,16,1024,3,0.6859205776173285,1181954,0.9393
roberta-base,rte,2000,16,123,3,0.6859205776173285,1181954,0.9393
roberta-base,rte,2000,16,42,3,0.6642599277978339,1181954,0.9393
roberta-base,rte,2000,16,456,3,0.6931407942238267,1181954,0.9393
roberta-base,rte,2000,16,789,3,0.7148014440433214,1181954,0.9393
roberta-base,rte,2000,2,1024,3,0.6642599277978339,665858,0.5314
roberta-base,rte,2000,2,123,3,0.6750902527075813,665858,0.5314
roberta-base,rte,2000,2,42,3,0.6606498194945848,665858,0.5314
roberta-base,rte,2000,2,456,3,0.6498194945848376,665858,0.5314
roberta-base,rte,2000,2,789,3,0.6101083032490975,665858,0.5314
roberta-base,rte,2000,32,1024,3,0.7256317689530686,1771778,1.4015
roberta-base,rte,2000,32,123,3,0.703971119133574,1771778,1.4015
roberta-base,rte,2000,32,42,3,0.6353790613718412,1771778,1.4015
roberta-base,rte,2000,32,456,3,0.4729241877256318,1771778,1.4015
roberta-base,rte,2000,32,789,3,0.5270758122743683,1771778,1.4015
roberta-base,rte,2000,4,1024,3,0.6787003610108303,739586,0.5898
roberta-base,rte,2000,4,123,3,0.628158844765343,739586,0.5898
roberta-base,rte,2000,4,42,3,0.6462093862815884,739586,0.5898
roberta-base,rte,2000,4,456,3,0.6606498194945848,739586,0.5898
roberta-base,rte,2000,4,789,3,0.6425992779783394,739586,0.5898
roberta-base,rte,2000,64,1024,3,0.5270758122743683,2951426,2.3131
roberta-base,rte,2000,64,123,3,0.7184115523465704,2951426,2.3131
roberta-base,rte,2000,64,42,3,0.5740072202166066,2951426,2.3131
roberta-base,rte,2000,64,456,3,0.5270758122743683,2951426,2.3131
roberta-base,rte,2000,64,789,3,0.4729241877256318,2951426,2.3131
roberta-base,rte,2000,8,1024,3,0.6895306859205776,887042,0.7066
roberta-base,rte,2000,8,123,3,0.6787003610108303,887042,0.7066
roberta-base,rte,2000,8,42,3,0.555956678700361,887042,0.7066
roberta-base,rte,2000,8,456,3,0.6931407942238267,887042,0.7066
roberta-base,rte,2000,8,789,3,0.7003610108303249,887042,0.7066
roberta-base,rte,200,16,1024,10,0.5595667870036101,1181954,0.9393
roberta-base,rte,200,16,123,10,0.516245487364621,1181954,0.9393
roberta-base,rte,200,16,42,10,0.51985559566787,1181954,0.9393
roberta-base,rte,200,16,456,10,0.516245487364621,1181954,0.9393
roberta-base,rte,200,16,789,10,0.5884476534296029,1181954,0.9393
roberta-base,rte,200,2,1024,10,0.5667870036101083,665858,0.5314
roberta-base,rte,200,2,123,10,0.483754512635379,665858,0.5314
roberta-base,rte,200,2,42,10,0.4584837545126354,665858,0.5314
roberta-base,rte,200,2,456,10,0.4620938628158845,665858,0.5314
roberta-base,rte,200,2,789,10,0.5379061371841155,665858,0.5314
roberta-base,rte,200,32,1024,10,0.5595667870036101,1771778,1.4015
roberta-base,rte,200,32,123,10,0.5595667870036101,1771778,1.4015
roberta-base,rte,200,32,42,10,0.4873646209386281,1771778,1.4015
roberta-base,rte,200,32,456,10,0.5054151624548736,1771778,1.4015
roberta-base,rte,200,32,789,10,0.5306859205776173,1771778,1.4015
roberta-base,rte,200,4,1024,10,0.5126353790613718,739586,0.5898
roberta-base,rte,200,4,123,10,0.4729241877256318,739586,0.5898
roberta-base,rte,200,4,42,10,0.4801444043321299,739586,0.5898
roberta-base,rte,200,4,456,10,0.4801444043321299,739586,0.5898
roberta-base,rte,200,4,789,10,0.51985559566787,739586,0.5898
roberta-base,rte,200,64,1024,10,0.51985559566787,2951426,2.3131
roberta-base,rte,200,64,123,10,0.483754512635379,2951426,2.3131
roberta-base,rte,200,64,42,10,0.5126353790613718,2951426,2.3131
roberta-base,rte,200,64,456,10,0.5234657039711191,2951426,2.3131
roberta-base,rte,200,64,789,10,0.5487364620938628,2951426,2.3131
roberta-base,rte,200,8,1024,10,0.51985559566787,887042,0.7066
roberta-base,rte,200,8,123,10,0.4801444043321299,887042,0.7066
roberta-base,rte,200,8,42,10,0.5018050541516246,887042,0.7066
roberta-base,rte,200,8,456,10,0.4584837545126354,887042,0.7066
roberta-base,rte,200,8,789,10,0.5595667870036101,887042,0.7066
roberta-base,rte,5000,16,1024,3,0.7003610108303249,1181954,0.9393
roberta-base,rte,5000,16,123,3,0.7003610108303249,1181954,0.9393
roberta-base,rte,5000,16,42,3,0.6895306859205776,1181954,0.9393
roberta-base,rte,5000,16,456,3,0.6931407942238267,1181954,0.9393
roberta-base,rte,5000,16,789,3,0.5270758122743683,1181954,0.9393
roberta-base,rte,5000,2,1024,3,0.6714801444043321,665858,0.5314
roberta-base,rte,5000,2,123,3,0.6967509025270758,665858,0.5314
roberta-base,rte,5000,2,42,3,0.6787003610108303,665858,0.5314
roberta-base,rte,5000,2,456,3,0.6534296028880866,665858,0.5314
roberta-base,rte,5000,2,789,3,0.6895306859205776,665858,0.5314
roberta-base,rte,5000,32,1024,3,0.6967509025270758,1771778,1.4015
roberta-base,rte,5000,32,123,3,0.703971119133574,1771778,1.4015
roberta-base,rte,5000,32,42,3,0.6787003610108303,1771778,1.4015
roberta-base,rte,5000,32,456,3,0.7075812274368231,1771778,1.4015
roberta-base,rte,5000,32,789,3,0.6823104693140795,1771778,1.4015
roberta-base,rte,5000,4,1024,3,0.6462093862815884,739586,0.5898
roberta-base,rte,5000,4,123,3,0.6714801444043321,739586,0.5898
roberta-base,rte,5000,4,42,3,0.6750902527075813,739586,0.5898
roberta-base,rte,5000,4,456,3,0.6931407942238267,739586,0.5898
roberta-base,rte,5000,4,789,3,0.703971119133574,739586,0.5898
roberta-base,rte,5000,64,1024,3,0.5270758122743683,2951426,2.3131
roberta-base,rte,5000,64,123,3,0.6823104693140795,2951426,2.3131
roberta-base,rte,5000,64,42,3,0.7111913357400722,2951426,2.3131
roberta-base,rte,5000,64,456,3,0.4729241877256318,2951426,2.3131
roberta-base,rte,5000,64,789,3,0.4729241877256318,2951426,2.3131
roberta-base,rte,5000,8,1024,3,0.6931407942238267,887042,0.7066
roberta-base,rte,5000,8,123,3,0.6967509025270758,887042,0.7066
roberta-base,rte,5000,8,42,3,0.7220216606498195,887042,0.7066
roberta-base,rte,5000,8,456,3,0.6859205776173285,887042,0.7066
roberta-base,rte,5000,8,789,3,0.6895306859205776,887042,0.7066
roberta-base,rte,500,16,1024,5,0.5415162454873647,1181954,0.9393
roberta-base,rte,500,16,123,5,0.555956678700361,1181954,0.9393
roberta-base,rte,500,16,42,5,0.5379061371841155,1181954,0.9393
roberta-base,rte,500,16,456,5,0.5848375451263538,1181954,0.9393
roberta-base,rte,500,16,789,5,0.5487364620938628,1181954,0.9393
roberta-base,rte,500,2,1024,5,0.4729241877256318,665858,0.5314
roberta-base,rte,500,2,123,5,0.5306859205776173,665858,0.5314
roberta-base,rte,500,2,42,5,0.5270758122743683,665858,0.5314
roberta-base,rte,500,2,456,5,0.4729241877256318,665858,0.5314
roberta-base,rte,500,2,789,5,0.5306859205776173,665858,0.5314
roberta-base,rte,500,32,1024,5,0.5740072202166066,1771778,1.4015
roberta-base,rte,500,32,123,5,0.5018050541516246,1771778,1.4015
roberta-base,rte,500,32,42,5,0.51985559566787,1771778,1.4015
roberta-base,rte,500,32,456,5,0.4620938628158845,1771778,1.4015
roberta-base,rte,500,32,789,5,0.5812274368231047,1771778,1.4015
roberta-base,rte,500,4,1024,5,0.5415162454873647,739586,0.5898
roberta-base,rte,500,4,123,5,0.5776173285198556,739586,0.5898
roberta-base,rte,500,4,42,5,0.51985559566787,739586,0.5898
roberta-base,rte,500,4,456,5,0.5018050541516246,739586,0.5898
roberta-base,rte,500,4,789,5,0.5667870036101083,739586,0.5898
roberta-base,rte,500,64,1024,5,0.4729241877256318,2951426,2.3131
roberta-base,rte,500,64,123,5,0.5270758122743683,2951426,2.3131
roberta-base,rte,500,64,42,5,0.4657039711191336,2951426,2.3131
roberta-base,rte,500,64,456,5,0.5342960288808665,2951426,2.3131
roberta-base,rte,500,64,789,5,0.5270758122743683,2951426,2.3131
roberta-base,rte,500,8,1024,5,0.5667870036101083,887042,0.7066
roberta-base,rte,500,8,123,5,0.5703971119133574,887042,0.7066
roberta-base,rte,500,8,42,5,0.5270758122743683,887042,0.7066
roberta-base,rte,500,8,456,5,0.4909747292418772,887042,0.7066
roberta-base,rte,500,8,789,5,0.5776173285198556,887042,0.7066
roberta-base,rte,50,16,1024,10,0.4981949458483754,1181954,0.9393
roberta-base,rte,50,16,123,10,0.4693140794223827,1181954,0.9393
roberta-base,rte,50,16,42,10,0.4729241877256318,1181954,0.9393
roberta-base,rte,50,16,456,10,0.4657039711191336,1181954,0.9393
roberta-base,rte,50,16,789,10,0.5090252707581228,1181954,0.9393
roberta-base,rte,50,2,1024,10,0.5270758122743683,665858,0.5314
roberta-base,rte,50,2,123,10,0.51985559566787,665858,0.5314
roberta-base,rte,50,2,42,10,0.4729241877256318,665858,0.5314
roberta-base,rte,50,2,456,10,0.4729241877256318,665858,0.5314
roberta-base,rte,50,2,789,10,0.5234657039711191,665858,0.5314
roberta-base,rte,50,32,1024,10,0.5342960288808665,1771778,1.4015
roberta-base,rte,50,32,123,10,0.4801444043321299,1771778,1.4015
roberta-base,rte,50,32,42,10,0.447653429602888,1771778,1.4015
roberta-base,rte,50,32,456,10,0.4657039711191336,1771778,1.4015
roberta-base,rte,50,32,789,10,0.5054151624548736,1771778,1.4015
roberta-base,rte,50,4,1024,10,0.5018050541516246,739586,0.5898
roberta-base,rte,50,4,123,10,0.4801444043321299,739586,0.5898
roberta-base,rte,50,4,42,10,0.4729241877256318,739586,0.5898
roberta-base,rte,50,4,456,10,0.447653429602888,739586,0.5898
roberta-base,rte,50,4,789,10,0.5342960288808665,739586,0.5898
roberta-base,rte,50,64,1024,10,0.5018050541516246,2951426,2.3131
roberta-base,rte,50,64,123,10,0.4801444043321299,2951426,2.3131
roberta-base,rte,50,64,42,10,0.4548736462093863,2951426,2.3131
roberta-base,rte,50,64,456,10,0.4584837545126354,2951426,2.3131
roberta-base,rte,50,64,789,10,0.5487364620938628,2951426,2.3131
roberta-base,rte,50,8,1024,10,0.4981949458483754,887042,0.7066
roberta-base,rte,50,8,123,10,0.4657039711191336,887042,0.7066
roberta-base,rte,50,8,42,10,0.4729241877256318,887042,0.7066
roberta-base,rte,50,8,456,10,0.4945848375451263,887042,0.7066
roberta-base,rte,50,8,789,10,0.5270758122743683,887042,0.7066
roberta-base,sst2,1000,16,1024,3,0.9139908256880734,1181954,0.9393
roberta-base,sst2,1000,16,123,3,0.9094036697247706,1181954,0.9393
roberta-base,sst2,1000,16,42,3,0.9105504587155964,1181954,0.9393
roberta-base,sst2,1000,16,456,3,0.9105504587155964,1181954,0.9393
roberta-base,sst2,1000,16,789,3,0.9013761467889908,1181954,0.9393
roberta-base,sst2,1000,2,1024,3,0.8944954128440367,665858,0.5314
roberta-base,sst2,1000,2,123,3,0.875,665858,0.5314
roberta-base,sst2,1000,2,42,3,0.9059633027522936,665858,0.5314
roberta-base,sst2,1000,2,456,3,0.8818807339449541,665858,0.5314
roberta-base,sst2,1000,2,789,3,0.8956422018348624,665858,0.5314
roberta-base,sst2,1000,32,1024,3,0.908256880733945,1771778,1.4015
